|name      |spect_type  |vmag |ra_deg      |dec_deg     |bv_color|
|HIP 22549 |B2III SB    | 3.68|072.80152507|+05.60510146|  -0.157|
|HIP 97365 |M2II + B6   | 3.68|296.84693842|+18.53425912|   1.313|
|HIP 42828 |B1.5III     | 3.68|130.89811451|-33.18641133|  -0.180|
|HIP 114341|K1III       | 3.68|347.36150879|-21.17248555|   1.202|
|HIP 9007  |G5IV        | 3.69|028.98680207|-51.60958673|   0.844|
|HIP 57399 |K0III       | 3.69|176.51305887|+47.77933701|   1.181|
|HIP 106985|A7III:mp... | 3.69|325.02225935|-16.66225343|   0.320|
|HIP 47854 |G5Iab/Ib    | 3.69|146.31178147|-62.50792328|   1.010|
|HIP 23453 |K4II comp   | 3.69|075.61950025|+41.07588953|   1.154|
|HIP 2920  |B2IV        | 3.69|009.24277921|+53.89693161|  -0.196|
|HIP 87933 |K0III       | 3.70|269.44096106|+29.24792527|   0.935|
|HIP 15474 |M3/M4III    | 3.70|049.87904033|-21.75794210|   1.614|
|HIP 114971|G7III       | 3.70|349.28955677|+03.28224524|   0.916|
|HIP 88771 |A4IVs       | 3.71|271.83758610|+09.56365345|   0.159|
|HIP 22797 |B2III SB    | 3.71|073.56289850|+02.44067149|  -0.179|
|HIP 77622 |A2m         | 3.71|237.70371344|+04.47757980|   0.147|
|HIP 38414 |G5III...    | 3.71|118.05435622|-40.57579889|   1.012|
|HIP 28103 |F1V         | 3.71|089.10132627|-14.16803805|   0.337|
|HIP 98036 |G8IVvar     | 3.71|298.82819233|+06.40793334|   0.855|
|HIP 28358 |K0III       | 3.72|089.88145972|+54.28498197|   1.010|
|HIP 104060|K5Ibv SB    | 3.72|316.23273251|+43.92785122|   1.609|
|HIP 16537 |K2V         | 3.72|053.23509009|-09.45830584|   0.881|
|HIP 17499 |B6III       | 3.72|056.21884811|+24.11344840|  -0.105|
|HIP 72220 |A0V         | 3.73|221.56246594|+01.89293830|  -0.005|
|HIP 16083 |B9Vn        | 3.73|051.79217049|+09.73277240|  -0.082|
|HIP 107089|K0III       | 3.73|325.36863801|-77.38946215|   1.008|
|HIP 112961|M2IIIvar    | 3.73|343.15360192|-07.57967878|   1.626|
|HIP 87585 |K2III       | 3.73|268.38178961|+56.87245216|   1.177|
|HIP 8645  |K2III       | 3.74|027.86504416|-10.33494526|   1.136|
|HIP 104887|F1IV        | 3.74|318.69727757|+38.04432043|   0.393|
|HIP 80170 |A9III       | 3.74|245.48018203|+19.15302185|   0.299|
|HIP 44511 |K2III       | 3.75|136.03883562|-47.09771376|   1.174|
|HIP 87108 |A0V         | 3.75|266.97322515|+02.70745875|   0.043|
|HIP 95853 |A5Vn        | 3.76|292.42641389|+51.72946747|   0.148|
|HIP 26069 |F6Ia        | 3.76|083.40631813|-62.48985585|   0.640|
|HIP 111169|A1V         | 3.76|337.82239898|+50.28244976|   0.031|
|HIP 27654 |G8III/IV    | 3.76|087.82980343|-20.87751376|   0.984|
|HIP 93683 |K0III       | 3.76|286.17055765|-21.74135451|   1.012|
|HIP 30867 |B3Ve        | 3.76|097.20447548|-07.03305042|  -0.113|
|HIP 109176|F5V         | 3.77|331.75197729|+25.34504610|   0.435|
|HIP 42570 |F3Ia        | 3.77|130.15656369|-46.64875492|   0.670|
|HIP 13268 |K3Ib comp SB| 3.77|042.67413655|+55.89552955|   1.690|
|HIP 82363 |K5III       | 3.77|252.44629764|-59.04131648|   1.562|
|HIP 26549 |O9.5V...    | 3.77|084.68652211|-02.60006791|  -0.190|
|HIP 17529 |F5IIvar     | 3.77|056.29851422|+42.57854437|   0.425|
|HIP 20455 |G8III       | 3.77|065.73344722|+17.54258430|   0.983|
|HIP 105881|G4Ibp...    | 3.77|321.66678212|-22.41137838|   1.002|
|HIP 41312 |K2IIIvar    | 3.77|126.43435936|-66.13652042|   1.132|
|HIP 101958|B9V         | 3.77|309.90939395|+15.91205270|  -0.057|
|HIP 102618|A1V         | 3.78|311.91888574|-09.49568988|   0.000|
|HIP 53253 |K0III-IV... | 3.78|163.37319260|-58.85326474|   0.945|
|HIP 71795 |A3IVn       | 3.78|220.28716819|+13.72833113|   0.044|
|HIP 48319 |F0IV        | 3.78|147.74871542|+59.03910437|   0.291|
|HIP 36046 |G9III+...   | 3.78|111.43198371|+27.79828561|   1.024|
|HIP 34481 |G8IIIvar    | 3.78|107.18676883|-70.49919435|   1.006|
|HIP 55203 |G0V         | 3.79|            |            |   0.606|
|HIP 53229 |K0III-IV    | 3.79|163.32766612|+34.21556641|   1.040|
|HIP 14668 |K0III       | 3.79|047.37345463|+44.85788896|   0.980|
|HIP 99675 |K2II+...    | 3.80|303.40792782|+46.74132417|   1.270|
|HIP 37229 |B5IV        | 3.80|114.70783872|-26.80389240|  -0.159|
|HIP 76276 |F0IV        | 3.80|233.70079260|+10.53885916|   0.268|
|HIP 14879 |F8V         | 3.80|048.01783332|-28.98910623|   0.543|
|HIP 94779 |K0III       | 3.80|289.27545794|+53.36816064|   0.950|
|HIP 21393 |G8III       | 3.81|068.88779874|-30.56231049|   0.957|
|HIP 51232 |F2II        | 3.81|156.96977108|-58.73940856|   0.317|
|HIP 116584|G8III-IV    | 3.81|354.39044870|+46.45917621|   0.984|
|HIP 76952 |A1Vs        | 3.81|235.68599269|+26.29551419|   0.020|
|HIP 86414 |B3V SB      | 3.82|264.86621847|+46.00632216|  -0.179|
|HIP 45688 |A1V         | 3.82|139.71111394|+36.80289763|   0.066|
|HIP 80883 |A2V         | 3.82|247.72850509|+01.98410056|   0.022|
|HIP 9487  |A2          | 3.82|030.51166929|+02.76376048|   0.024|
|HIP 56211 |M0IIIvar    | 3.82|172.85120199|+69.33112161|   1.613|
|HIP 72370 |K5III       | 3.83|221.96552567|-79.04471242|   1.433|
|HIP 51069 |K4III       | 3.83|156.52293768|-16.83609584|   1.456|
|HIP 68245 |B2IV        | 3.83|209.56785278|-42.10070526|  -0.224|
|HIP 51624 |B1Ib SB     | 3.84|158.20281305|+09.30659431|  -0.148|
|HIP 61199 |B5V         | 3.84|188.11712896|-72.13297590|  -0.157|
|HIP 88794 |B9.5V       | 3.84|271.88562824|+28.76247025|  -0.018|
|HIP 17448 |B1III       | 3.84|056.07969347|+32.28827325|   0.022|
|HIP 17440 |K0IV SB     | 3.84|056.04814541|-64.80709398|   1.133|
|HIP 20885 |G7III       | 3.84|067.14346805|+15.96221721|   0.952|
|HIP 97433 |G8III       | 3.84|297.04255658|+70.26783533|   0.888|
|HIP 43783 |B8III       | 3.84|133.76192355|-60.64471195|  -0.104|
|HIP 51986 |A3m+...     | 3.84|159.32606984|-48.22561631|   0.300|
|HIP 89341 |B2III:      | 3.84|273.44086963|-21.05883031|   0.195|
|HIP 91117 |K2III       | 3.85|278.80182442|-08.24330819|   1.317|
|HIP 27321 |A3V         | 3.85|086.82118054|-51.06671329|   0.171|
|HIP 50191 |A2V         | 3.85|153.68447399|-42.12206281|   0.051|
|HIP 30277 |G7II        | 3.85|095.52852147|-33.43627251|   0.858|
|HIP 19747 |K1III       | 3.85|063.50033880|-42.29387294|   1.085|
|HIP 78072 |F6V         | 3.85|239.11247598|+15.66473327|   0.478|
|HIP 61622 |A2V         | 3.85|189.42636588|-48.54128816|   0.049|
|HIP 61281 |B6IIIp      | 3.85|188.37101041|+69.78820992|  -0.116|
|HIP 90139 |K2III       | 3.85|275.92402821|+21.77034249|   1.168|
|HIP 81065 |K0IV SB     | 3.86|248.36443409|-78.89695917|   0.923|
|HIP 25859 |K1II/III    | 3.86|082.80306450|-35.47043592|   1.130|
|HIP 4436  |A5V         | 3.86|014.18790699|+38.49925513|   0.130|
|HIP 21594 |K1III       | 3.86|069.54529558|-14.30358700|   1.082|
|HIP 110395|A0V         | 3.86|335.41374983|-01.38735315|  -0.057|
|HIP 87808 |K1IIvar     | 3.86|269.06324389|+37.25052158|   1.350|
|HIP 79664 |G5II        | 3.86|243.85944228|-63.68564897|   1.105|
|HIP 97804 |F6Ibv SB    | 3.87|298.11818257|+01.00567827|   0.630|
|HIP 71957 |F2III       | 3.87|220.76484284|-05.65742910|   0.385|
|HIP 78104 |B2IV/V      | 3.87|239.22119438|-29.21401221|  -0.199|
|HIP 17573 |B8III       | 3.87|056.45663804|+24.36785796|  -0.063|
|HIP 68282 |B2IV-V      | 3.87|209.66988070|-44.80353140|  -0.208|
|HIP 43023 |A1III       | 3.87|131.50689464|-46.04153920|   0.015|
|HIP 114421|K0III SB    | 3.88|347.58928308|-45.24664747|   0.998|
|HIP 765   |K0III       | 3.88|002.35224949|-45.74698836|   1.013|
|HIP 74376 |B9V         | 3.88|227.98400434|-48.73770212|  -0.029|
|HIP 8832  |A1p Si      | 3.88|028.38235506|+19.29409264|  -0.047|
|HIP 48455 |K0III       | 3.88|148.19149028|+26.00708498|   1.222|
|HIP 13701 |K1III-IV    | 3.89|044.10668245|-08.89760976|   1.088|
|HIP 45336 |B9.5V       | 3.89|138.59080529|+02.31502422|  -0.060|
|HIP 33152 |K3Iab       | 3.89|103.53314518|-24.18422296|   1.740|
|HIP 60129 |A2IV        | 3.89|184.97663096|-00.66674709|   0.026|
|HIP 98110 |K0IIIvar    | 3.89|299.07665069|+35.08349079|   1.019|
|HIP 47431 |K3IIIvar    | 3.90|144.96389156|-01.14265722|   1.313|
|HIP 55425 |B5Vn        | 3.90|170.25184266|-54.49101395|  -0.157|
|HIP 65936 |G8II/III    | 3.90|202.76111861|-39.40727983|   1.186|
|HIP 73807 |B5          | 3.91|226.27960699|-47.05119386|  -0.144|
|HIP 76333 |K0III       | 3.91|233.88141398|-14.78955365|   1.007|
|HIP 60823 |B3V         | 3.91|187.01004828|-50.23060480|  -0.192|
|HIP 41307 |A0V         | 3.91|126.41529546|-03.90636482|  -0.012|
|HIP 18907 |A1V         | 3.91|060.78907003|+05.98930909|   0.032|
|HIP 79992 |B5IV        | 3.91|244.93519958|+46.31327084|  -0.151|
|HIP 104987|G0III+...   | 3.92|318.95581976|+05.24807390|   0.549|
|HIP 95168 |F0III/IV    | 3.92|290.41823037|-17.84725155|   0.228|
|HIP 83207 |A0V         | 3.92|255.07252582|+30.92633926|  -0.018|
|HIP 37504 |K0III       | 3.93|115.45498347|-72.60613528|   1.033|
|HIP 78933 |B1V         | 3.93|241.70180197|-20.66913479|  -0.046|
|HIP 13531 |G4III...    | 3.93|043.56442700|+52.76248991|   0.758|
|HIP 21444 |B2III SB    | 3.93|069.07975243|-03.35244800|  -0.210|
|HIP 2072  |A7V         | 3.93|006.55048418|-43.67990933|   0.175|
|HIP 88192 |B5Ib        | 3.93|270.16131466|+02.93158759|   0.029|
|HIP 54463 |G0Ia0       | 3.93|167.14748181|-58.97504198|   1.225|
|HIP 7083  |K0III-IV    | 3.93|022.81242306|-49.07307701|   0.972|
|HIP 103413|A1Vn        | 3.94|314.29338184|+41.16719384|   0.027|
|HIP 42911 |K0III       | 3.94|131.17129209|+18.15486399|   1.083|
|HIP 37677 |A2Iab       | 3.94|115.95196716|-28.95483520|   0.160|
|HIP 37447 |K0III       | 3.94|115.31198612|-09.55108315|   1.022|
|HIP 5348  |B6V + B0V   | 3.94|017.09608370|-55.24583235|  -0.120|
|HIP 31592 |K1III+...   | 3.95|099.17082883|-19.25570928|   1.037|
|HIP 9598  |A2V         | 3.95|030.85912643|+72.42123962|  -0.002|
|HIP 95347 |B8V         | 3.96|290.97146411|-40.61564629|  -0.105|
|HIP 95241 |B9V         | 3.96|290.65952718|-44.45891013|  -0.085|
|HIP 99848 |K3Ib-II comp| 3.96|303.86799270|+47.71420530|   1.451|
|HIP 19343 |B3Ve        | 3.96|062.16530527|+47.71259359|  -0.025|
|HIP 28328 |K0III       | 3.96|089.78662719|-42.81510761|   1.146|
|HIP 115438|K0III       | 3.96|350.74292280|-20.10034505|   1.082|
|HIP 44248 |F5V         | 3.96|135.16146765|+41.78344401|   0.463|
|HIP 45101 |B3IV        | 3.96|137.81986611|-62.31701587|  -0.180|
|HIP 110997|G6/G8III    | 3.97|337.31730866|-43.49555433|   1.022|
|HIP 20535 |K4III       | 3.97|066.00902233|-34.01698632|   1.468|
|HIP 27673 |K0III       | 3.97|087.87246934|+39.14847936|   1.132|
|HIP 42515 |G5II/III    | 3.97|130.02556894|-35.30830091|   0.936|
|HIP 98495 |A0V         | 3.97|300.14747226|-72.91018443|  -0.032|
|HIP 77634 |B9.5III-IV  | 3.97|237.73975730|-33.62710488|  -0.045|
|HIP 59449 |B3V         | 3.97|182.91313090|-52.36841559|  -0.156|
|HIP 35228 |F6II        | 3.97|109.20762844|-67.95717248|   0.760|
|HIP 112440|G8II-III    | 3.97|341.63267663|+23.56567939|   1.070|
|HIP 106481|G8III       | 3.98|323.49530361|+45.59206564|   0.885|
|HIP 18614 |O7.5Iab:    | 3.98|059.74124892|+35.79102701|   0.016|
|HIP 29651 |K3III       | 3.99|093.71390194|-06.27472737|   1.319|
|HIP 114996|F1III       | 3.99|349.35755018|-58.23592762|   0.410|
|HIP 65477 |A5V SB      | 3.99|201.30589832|+54.98799884|   0.169|
|HIP 50954 |F2IV        | 3.99|156.09891874|-74.03154474|   0.369|
|HIP 9347  |K5/M0III    | 3.99|030.00093670|-21.07777193|   1.554|
|HIP 44382 |Am          | 4.00|135.61166181|-66.39584369|   0.145|
|HIP 55642 |F2IV SB     | 4.00|170.98070334|+10.52969772|   0.423|
|HIP 79374 |B2IV        | 4.00|242.99891879|-19.46064684|   0.076|
|HIP 22109 |B5IV        | 4.01|071.37558764|-03.25462465|  -0.148|
|HIP 101076|F5II        | 4.01|307.34887900|+30.36855661|   0.404|
|HIP 71865 |B2.5V       | 4.01|220.49005323|-37.79342394|  -0.157|
|HIP 34088 |G3Ibv SB    | 4.01|106.02723079|+20.57029939|   0.899|
|HIP 80000 |G8III       | 4.01|244.96069832|-50.15537923|   1.080|
|HIP 78527 |F8IV-V      | 4.01|240.47376560|+58.56443739|   0.528|
|HIP 91792 |K2III       | 4.01|280.75889095|-71.42772867|   1.134|
|HIP 8068  |B2Vpe       | 4.01|025.91506370|+50.68876550|  -0.098|
|HIP 35037 |B2IV/Ve     | 4.01|108.70275679|-26.77268601|  -0.150|
|HIP 43409 |K3III       | 4.02|132.63338051|-27.71005869|   1.272|
|HIP 59199 |F0IV/V      | 4.02|182.10313607|-24.72877993|   0.334|
|HIP 93429 |K1IIIvar    | 4.02|285.42017236|-05.73901832|   1.079|
|HIP 93244 |K2III       | 4.02|284.90578844|+15.06847757|   1.082|
|HIP 63003 |B2IV-V      | 4.03|193.64857337|-57.17789116|  -0.180|
|HIP 23522 |G0Ib        | 4.03|075.85457200|+60.44228144|   0.921|
|HIP 118268|F4IV        | 4.03|359.82750994|+06.86359373|   0.419|
|HIP 43103 |G8Iab:      | 4.03|131.67430955|+28.76000509|   1.007|
|HIP 88601 |K0V SB      | 4.03|271.36338682|+02.50243928|   0.860|
|HIP 10670 |A1Vnn       | 4.03|034.32848216|+33.84732099|   0.019|
|HIP 101421|B6III       | 4.03|308.30318657|+11.30333217|  -0.123|
|HIP 111497|B9IV-Vn     | 4.04|338.83887054|-00.11736123|  -0.083|
|HIP 19587 |F2II-III    | 4.04|062.96638834|-06.83777870|   0.327|
|HIP 70497 |F7V         | 4.04|216.30008064|+51.85171354|   0.497|
|HIP 57380 |M0III       | 4.04|176.46487734|+06.52981394|   1.501|
|HIP 40702 |F5III       | 4.05|124.63027850|-76.91998251|   0.413|
|HIP 14632 |G0V         | 4.05|047.26201363|+49.61350009|   0.595|
|HIP 67459 |K5IIIvar    | 4.05|207.36957439|+15.79780583|   1.520|
|HIP 71536 |B5V         | 4.05|219.47187965|-49.42575765|  -0.152|
|HIP 42884 |G5III       | 4.05|131.09985828|-42.64932331|   0.874|
|HIP 112716|K5III       | 4.05|342.39795761|-13.59253756|   1.570|
|HIP 70090 |A0IV        | 4.05|215.13949709|-37.88526711|  -0.030|
|HIP 55434 |B9.5Vs      | 4.05|170.28436733|+06.02935289|  -0.058|
|HIP 60009 |B2.5V       | 4.06|184.60955300|-64.00304555|  -0.168|
|HIP 72010 |K3III       | 4.06|220.91451458|-35.17322549|   1.356|
|HIP 55705 |A9V         | 4.06|171.22076335|-17.68401748|   0.216|
|HIP 59929 |M5III       | 4.06|184.39431802|-67.96067161|   1.603|
|HIP 22957 |K2III       | 4.06|074.09300449|+13.51457755|   1.158|
|HIP 83153 |K4III       | 4.06|254.89602773|-53.16049005|   1.452|
|HIP 36962 |K5III       | 4.06|113.98071783|+26.89600343|   1.540|
|HIP 74824 |A3V         | 4.07|229.37900090|-58.80087882|   0.088|
|HIP 69701 |F7V         | 4.07|214.00368717|-05.99952622|   0.511|
|HIP 74117 |B3V         | 4.07|227.21095653|-45.27979406|  -0.162|
|HIP 110991|G2Ibvar     | 4.07|337.29269975|+58.41518990|   0.778|
|HIP 12387 |B2IV        | 4.08|039.87061789|+00.32851680|  -0.212|
|HIP 3693  |K1II        | 4.08|011.83495908|+24.26737703|   1.100|
|HIP 104139|A1V         | 4.08|316.48658082|-17.23271095|  -0.010|
|HIP 14146 |A4V         | 4.08|045.59830468|-23.62433613|   0.163|
|HIP 11001 |A3V         | 4.08|035.43759585|-68.65942390|   0.034|
|HIP 46974 |B5II        | 4.08|143.61109601|-59.22976797|  -0.013|
|HIP 53740 |K1III       | 4.08|164.94478664|-18.29909723|   1.079|
|HIP 92862 |M5IIIvar    | 4.08|283.83368820|+43.94589260|   1.397|
|HIP 105502|K1III       | 4.08|320.52139118|+19.80435581|   1.108|
|HIP 33160 |K4III       | 4.08|103.54783633|-12.03859273|   1.418|
|HIP 77450 |M1III       | 4.09|237.18503586|+18.14177930|   1.616|
|HIP 26366 |G8III-IV    | 4.09|084.22637775|+09.29141200|   0.951|
|HIP 12777 |F7V         | 4.10|041.04869991|+49.22866639|   0.514|
|HIP 94160 |K0II/IIICN. | 4.10|287.50730185|-39.34070677|   1.163|
|HIP 90568 |G8/K0III    | 4.10|277.20723319|-49.07003097|   0.995|
|HIP 7513  |F8V         | 4.10|024.19990413|+41.40638491|   0.536|
|HIP 38164 |B0III       | 4.10|117.30957923|-46.37322729|  -0.160|
|HIP 48356 |G6/G8III    | 4.11|147.86951033|-14.84654997|   0.918|
|HIP 57439 |G0II        | 4.11|176.62853753|-61.17835907|   0.895|
|HIP 12486 |K0III       | 4.11|040.16638213|-39.85530905|   1.006|
|HIP 42312 |A6II        | 4.11|129.41100573|-42.98910371|   0.109|
|HIP 34045 |B8II        | 4.11|105.93955493|-15.63325876|  -0.112|
|HIP 51839 |M0III       | 4.11|158.86757668|-78.60781379|   1.580|
|HIP 76440 |K0III       | 4.11|234.17994543|-66.31690469|   1.161|
|HIP 94114 |A0/A1V      | 4.11|287.36782635|-37.90423953|   0.042|
|HIP 113638|G8III       | 4.11|345.22030979|-52.75410562|   0.960|
|HIP 111043|M4.5IIIa    | 4.12|337.43935610|-43.74922804|   1.570|
|HIP 28614 |Am...       | 4.12|090.59579323|+09.64736756|   0.170|
|HIP 58948 |G8III       | 4.12|181.30279000|+08.73284563|   0.967|
|HIP 102978|K4III       | 4.12|312.95540084|-26.91912642|   1.633|
|HIP 19812 |G0Ib...     | 4.12|063.72440722|+48.40937312|   0.935|
|HIP 12394 |B9III       | 4.12|039.89676530|-68.26694760|  -0.061|
|HIP 98032 |K0III       | 4.12|298.81532954|-41.86841350|   1.063|
|HIP 116771|F7V         | 4.13|354.98675133|+05.62735374|   0.507|
|HIP 25247 |G8III       | 4.13|080.98681839|-07.80795569|   0.943|
|HIP 30883 |B6III       | 4.13|097.24079361|+20.21216720|  -0.115|
|HIP 112405|A9IV/V      | 4.13|341.51551393|-81.38161731|   0.208|
|HIP 102485|F5V         | 4.13|311.52402547|-25.27051682|   0.426|
|HIP 77853 |K0III       | 4.13|238.45615438|-16.72962230|   1.003|
|HIP 107354|F5IV        | 4.14|326.16126755|+25.64500284|   0.425|
|HIP 78159 |K3III       | 4.14|239.39709121|+26.87802632|   1.231|
|HIP 59072 |F2III       | 4.14|181.72022021|-64.61363898|   0.353|
|HIP 76127 |B6Vnn       | 4.14|233.23248309|+31.35915517|  -0.127|
|HIP 42313 |A1Vnn       | 4.14|129.41419739|+05.70379868|   0.003|
|HIP 16369 |K0II-III... | 4.14|052.71819576|+12.93668186|   1.112|
|HIP 17608 |B6IV        | 4.14|056.58150135|+23.94846207|  -0.051|
|HIP 109937|K3III       | 4.14|333.99237570|+37.74873483|   1.447|
|HIP 116805|B9IVn       | 4.15|355.10184089|+44.33397776|  -0.071|
|HIP 85112 |B9.5III     | 4.15|260.92072033|+37.14592396|  -0.011|
|HIP 34769 |A2V         | 4.15|107.96608486|-00.49278056|  -0.005|
|HIP 85340 |A3IV:m      | 4.16|261.59257241|-24.17502346|   0.283|
|HIP 36366 |F0V...      | 4.16|112.27754045|+31.78407932|   0.320|
|HIP 78727 |F6IV        | 4.16|            |            |   0.460|
|HIP 28734 |G7III       | 4.16|091.03006890|+23.26363207|   0.835|
|HIP 2599  |B1Ia        | 4.17|008.24994391|+62.93178781|   0.130|
|HIP 17874 |G8III       | 4.17|057.36367035|-36.20011250|   0.927|
|HIP 110003|G8III-IV    | 4.17|334.20819329|-07.78323706|   0.979|
|HIP 81304 |K5III       | 4.18|249.09358718|-35.25535553|   1.535|
|HIP 69732 |A0sh        | 4.18|214.09656821|+46.08791894|   0.087|
|HIP 69427 |K3III       | 4.18|213.22392088|-10.27404400|   1.323|
|HIP 109857|F0IV        | 4.18|333.75699582|+57.04346522|   0.278|
|HIP 111954|B8V         | 4.18|340.16385653|-27.04361480|  -0.105|
|HIP 92043 |F6V         | 4.19|281.41554660|+20.54712356|   0.483|
|HIP 67457 |M5III       | 4.19|207.36146356|-34.45063035|   1.520|
|HIP 38835 |F7/F8II     | 4.20|119.21482616|-22.88014849|   0.718|
|HIP 81126 |B9Vvar      | 4.20|248.52578863|+42.43689565|  -0.013|
|HIP 51233 |G8III-IV    | 4.20|156.97121865|+36.70747818|   0.908|
|HIP 113246|G8III       | 4.20|343.98705005|-32.53970196|   0.952|
|HIP 112447|F7V         | 4.20|341.67267295|+12.17408381|   0.502|
|HIP 25813 |B5V         | 4.20|082.69603301|+05.94821792|  -0.143|
|HIP 105858|F6V         | 4.21|321.61038385|-65.36814438|   0.494|
|HIP 16228 |B9Ia        | 4.21|052.26722684|+59.94033461|   0.419|
|HIP 20635 |A7IV-V      | 4.21|066.34207825|+22.29398098|   0.136|
|HIP 82080 |G5IIIvar    | 4.21|251.49233961|+82.03725071|   0.897|
|HIP 101093|A7III       | 4.21|307.39511383|+62.99413722|   0.199|
|HIP 105102|B9Iab       | 4.22|319.35396892|+39.39469016|   0.098|
|HIP 92175 |G5II...     | 4.22|281.79365558|-04.74782871|   1.087|
|HIP 92791 |M4IIvar     | 4.22|283.62620294|+36.89860518|   1.575|
|HIP 13254 |F2III       | 4.22|042.64547584|+38.31890838|   0.343|
|HIP 80569 |B2Vne       | 4.22|246.75599294|-18.45619698|   0.217|
|HIP 89908 |A0p (Si)    | 4.22|275.18933831|+71.33772734|  -0.093|
|HIP 114724|M2III       | 4.22|348.58055219|-06.04852680|   1.545|
|HIP 38518 |B0.5Ib      | 4.22|118.32567862|-48.10294824|  -0.130|
|HIP 17651 |F3/F5V      | 4.22|056.71245432|-23.24843800|   0.434|
|HIP 92609 |B2II-III    | 4.22|283.05431892|-62.18756062|  -0.150|
|HIP 78918 |B2.5Vn      | 4.22|241.64815129|-36.80221297|  -0.184|
|HIP 102453|K0III       | 4.22|311.41566302|+30.71965680|   1.051|
|HIP 93825 |F7IV-V      | 4.23|286.60433158|-37.06275714|   0.523|
|HIP 81852 |K0III       | 4.23|250.77258180|-77.51657182|   1.060|
|HIP 1599  |F9V         | 4.23|005.00797581|-64.87762320|   0.576|
|HIP 64394 |G0V         | 4.23|197.97051117|+27.87603769|   0.572|
|HIP 37629 |K1III SB    | 4.23|115.82785545|+28.88407170|   1.118|
|HIP 107259|M2Ia        | 4.23|325.87689561|+58.78005308|   2.242|
|HIP 68520 |A3V         | 4.23|210.41159648|+01.54458338|   0.121|
|HIP 107533|B3III       | 4.23|326.69835794|+49.30957480|  -0.120|
|HIP 67153 |F3V         | 4.23|206.42319432|-33.04336606|   0.390|
|HIP 79101 |B9MNp...    | 4.23|242.19249715|+44.93481883|  -0.045|
|HIP 60000 |B5Vn        | 4.24|184.58726633|-79.31226899|  -0.123|
|HIP 11407 |B5IV        | 4.24|036.74627081|-47.70382692|  -0.136|
|HIP 5372  |K2II-III    | 4.24|017.18399735|+86.25711803|   1.213|
|HIP 114855|K0III       | 4.24|348.97198728|-09.08769554|   1.107|
|HIP 12770 |B7IV        | 4.24|041.03064356|-13.85867594|  -0.122|
|HIP 80911 |B2III-IV    | 4.24|247.84558957|-34.70432087|  -0.168|
|HIP 61317 |G0V         | 4.24|188.43788561|+41.35676779|   0.588|
|HIP 86565 |A2Va        | 4.24|265.35381884|-12.87517268|   0.086|
|HIP 41075 |K5III       | 4.25|125.70887544|+43.18837233|   1.550|
|HIP 21476 |G8II comp   | 4.25|069.17264013|+41.26485467|   1.171|
|HIP 23972 |B2IVn       | 4.25|077.28659571|-08.75407607|  -0.187|
|HIP 21402 |A5m         | 4.25|068.91347315|+10.16091706|   0.184|
